id,ground_truth,F5-TTS-b,wer
314,một thành phố như thế xứng đáng được ca tụng,Em biết thì scent.,100.0
315,cả sân thiên trường ồ lên tiếc nuối,Ân giác xarth 반� v disappearance của Đisinular Cir playing moderately unexpected until this is September 25.,212.5
316,chúng ta có thể bắt đầu không,S!..,100.0
317,phía bên phải cơ thể tôi bị đau rất tệ,Tôm lọc Amerika của tộc chвер制 from the,100.0
318,người dân ngán ngẩm với dịch vụ bệnh viện,Tôn ca?,100.0
319,có cái gì gây ra cơn đau này không,2 cái g laborerube rehab từäll nào,88.89
32,kịch sến nhiều tập làm tôi oải quá tôi sẽ tắt TV,Rồi刻 gắn quang cho nên,100.0
320,tôi cần phải về nhà bây giờ,Chicyoop kỷ th 하면서 liked,100.0
321,không chỉ có mức lương trung bình thấp nhất ở đông bắc á mà công đoàn độc lập cũng không hiện hữu ở nơi này,Bической tình tissements C酔 đòa biển,100.0
322,gia đình Bart cho biết bộ phim phỉ báng ông đồng thời dọa sẽ kiện để bộ phim này không được phép chiếu,Mở�ع anh th ви bastante,100.0
323,số tiền này dự định sẽ được dùng để đỡ gánh chi phí an sinh xã hội cho các chủ doanh nghiệp và khuyến khích họ thuê thêm lao động,đó fazer khbrevi,100.0
324,vui lòng cho tôi biết tàu sẽ khởi hành đúng giờ không,.guide in questioning.,100.0
325,bạn có biết hẹn hò,C Moment令,100.0
326,miễn thuế đối với nhà đầu tư trong nước kém ưu đãi hơn so với đầu tư nước ngoài,Mстрой câu khách forecast được được ghiografi của b לא t enh phương tisc hạch seç güzel và ấy được được gọi,115.79
327,đồng hồ tôi chậm ba phút,Tây,100.0
328,cô rê chí mén \r\n và giấc mơ toàn cầu,"At NPS, the Chuta QI bits, Tien Soli, Farika at Geri Heart at RT, and Koipaima MP I am Figo Penwood, Street Seattle.",230.0
329,lên các cuộc hẹn phỏng vấn và thực hiện phỏng vấn,Auch cứu k gosto 2-2 gear 10-6ệc contribute nums contractor une yn amd derm sufferedgiggling,136.36
33,chính vì thế những người phải sống một thời gian dài trong không gian có thể gặp rủi ro,Dников đã vừa nhiêu cửa r進 t simplest through Dat Catalunya связ Rad이스p.cope Definitlty individual,100.0
330,tôi sẽ kê toa thuốc cho anh,Cho,100.0
331,khách hàng chờ nhận hành lý thất lạc,feel suity,100.0
332,ti vi tắt âm lượng,Merkelっちゃ Idi ballot,100.0
333,Trường là người rất có kỷ luật nhưng làm việc hơi cẩu thả một chút,Vì improved overall characteristics of the 이거 외모 của b ﷻ Can handle sharing of the version with them.,126.67
334,có lẽ bạn đang nghĩ rằng bạn vẫn luôn cư xử một cách đúng mực,,100.0
335,buộc tháo dỡ phần vi phạm ngay như quận bình thạnh,App tub phy b yol inhale and exhale,100.0
336,bạn sẽ chỉ huy một hạm đội gồm các tàu chiến chiến hạm,Ph Shameathanπsu,100.0
337,bác tư re,Vì thế xà h diciendo nên để s количе,300.0
338,tôi sẽ ở nhà một người bạn tại New York,"Đ reconnaissance 1 cánh tả th SJC,",100.0
339,"cái này hoàn toàn tự động , vì vậy anh cần bấm nút mở ống kính",Mình có thể chở b全a şести một xwicher m企 bas à ?,100.0
34,thực ra thà không đến nỗi mơ mộng đến mê muội để chẳng hiểu tấm lòng của những người thân thông qua lời khuyên nhủ,Chụ hội báo đoạn đây我的 này đó là vì được,100.0
340,phân của quí vị có màu đen bao lâu rồi,Cảnh giácflies,100.0
341,khát mộng tủ,Ch Trainer,100.0
342,tôi đi bộ,Đ меш cái b 벌써,166.67
343,con trai của họ ăn nhiều nhất,A Two simple.,100.0
344,anh có mang tiền lẻ không,"Dạ,ixon",100.0
345,xin chào vui lòng nối máy cho tôi đến bàn đặt phòng,Lấy là ai hãy đi hiểu cầu lâu viên sẽ cầu thật chích tất sinh cả.,133.33
346,chúng tôi phải đi bây giờ tôi rất thích bài khiêu vũ,Xin chào và hẹn gặp lại và d obrigado anhıı nh narr. año,108.33
347,hôm nay su không ở đây,Cứu kia kì hak và th整 và sang & s lions Shatter mold,216.67
348,bữa sáng có gì,K pronoun m Commonwealth,100.0
349,tôi muốn chỉ ra rằng,Cho đừng có cắt kia變成 phải Li rzeczy ý đây,200.0
35,bán đấu giá mỹ nữ,12 bạc,100.0
350,do vậy việc y án sơ thẩm là hoàn toàn có cơ sở,Looking forward to seeing you at the beginning.,100.0
351,động cơ bị nóng quá,Próa ister đó,100.0
352,hầu như không ai chú ý đến những mệnh lệnh ông đưa ra nữa binh lính thì không chịu chiến đấu,Go well close泼sem interrupted tight.,100.0
353,tôi đến cùng bạn tôi được không,C wrapped up in,100.0
354,chừng nào thì khu bị đóng cửa sẽ mở cửa cho xe đi,Cô,100.0
355,đây là một áp lực nặng nề đối với các đơn vị sản xuất thép,Còn xài phát xác quen mô bấm mầm phê phần công sĩ Sky?,100.0
356,sản phẩm đã được miễn giảm thuế chủ yếu phục vụ thị trường các tỉnh miền tây nam bộ đã biến khỏi mĩ khởi,Vũ lục ní nền yên mạng lạc sạch.,100.0
357,tôi nói cậu có nghe không,Thưa bài các con gắt sĩ kê liền tại nãy.,166.67
358,tôi có thể ở lại ba đêm không,"Ơ, phá",100.0
359,tuy nhiên giá bán vẫn giữ mức khá cao,aved,100.0
36,địa chỉ email của tôi là S T E F A N dot M A R T E N S \r\n @ GMX dot DE,Các sếch anh có lotic live hay em cái dân ông lại.,100.0
360,tôi có một số câu hỏi về điều khoản số tám,beni rồi,100.0
361,tôi thường có nhưng tôi thích nghỉ hè,L avanz lương lý 밀 ♥,100.0
362,ngày mai chúng tôi phải dậy sớm,uci h 이야기,100.0
363,dòng sản phẩm thảm đỏ thôi miên mọi ánh nhìn bởi chi tiết xếp nếp mềm mại,ThFX Tr节 C,100.0
364,với dầu và mụn mặt nạ táo và mật ong sẽ giúp bạn cải thiện làn da,Cảm ơn các bạn đã chào tạm biệt và hẹn gặp lại trong video tiếp theo.,100.0
365,và tăng khả năng sinh sản,V ض giải miệnhiden您  kont- n birds N荷 show,150.0
366,tại bữa cơm nhấp xong chén rượu bảy đưa tuấn thấy anh bỉnh kêu đắng khó uống,Ngươiète darle 0 và,100.0
367,mà điện sản xuất lãi như vậy có thấy EVN đả động gì đâu,"Tuyên cần cài lo sụt dục kỷ, lại đạt bởi đạt phút lắng cho yếm này.",114.29
368,anh có thích gặp nói chuyện sau không,"Ccium Nghĩ Titi Nghĩ Esp bi Chron Paulo ra thuyết creo quyk Đó, Ngịp Bi V两 táo mimic",225.0
369,làm ơn cho một ly rượu vang đỏ được không,Tschüber.,100.0
37,hôm thứ năm ủy ban bầu cử thái lan cho rằng đảng của người thái yêu người thái đã phạm hai luật trong chiến dịch tranh cử vừa qua,Cô Tài kì mong tỷ rõ tiên Ấn Y nền tỷ quyết càng kết lứt thức chăng chăm chi cắt tý cắt.,100.0
370,đi lên,"Tờ đánh menzikon, nếu lâu xí xí gáo để xí nến tận về hạ cầu ợp anh Thinh.",900.0
371,tôi muốn một đôi ván trượt nước,"Sẵn sàng, khỏi bấm một bit của phạt kế hoạch kế hoạch kế đình Ninochus NV.",214.29
372,con biết nịnh bố mỗi khi thích món đồ chơi nào đó,Manga lên 있어요.,100.0
373,bạn muốn uống loại rượu nào,SHub� ㅋㅋㅋㅋ,100.0
374,tại cuộc họp ông nguyễn quốc bảo khẳng định thời gian tới sẽ tập trung điều hành nhằm tháo gỡ khó khăn về vốn cũng như thủ tục hành chính phục vụ sản xuất nhập khẩu,Như vô choscREY ĐIGH ROW incident này thích cái ng PHP nói,100.0
375,dùng thuốc ngay khi thức dậy buổi sáng,Chị sát xe red mong bình kinh lần 5omat também,125.0
376,ồ không vấn đề gì,Cà thoux kiểm ngay về t 똑 ấy,160.0
377,nhiều lần chị góp ý ông xã đã hứa sẽ sửa lịch cho hợp lý song chỉ được dăm bữa nửa tháng mọi việc lại đâu vào đấy,XI điển nằm giao mấy lái bên trong phía cửi,100.0
378,bạn đừng để mắt to hơn bụng,"Mặt tình ống dì trở đi ứng trông phong phêng lão nhẹ nên nát phong cao, lấy rì cố lên ghi ghi dì dì ủi chiều cơ sức khẩn, tịt phần phê mặt công phần kết ca nuôi đề ký, kinh mềm lái náy, đoại sản tròn tròn, đề kia phí, phim mêng ghi cà tui, cà tui đọc.",842.86
379,còn gì ý nghĩa hơn với một tiền đạo khi ghi bàn quyết định thắng lợi cho đội nhà trong ngày sinh nhật của mình,Đu cầu kênh đặt những lầu nãi em đạo lệ sĩ gà mệt nên chỉ để lấy nền nhén yếu.,96.0
38,không thể xem lần vấp ngã ấy là tai,Đ demonstrating,100.0
380,bắt đầu lúc mấy giờ,Đду gái 4A đặt borodens range fermentation,140.0
381,con của quí vị bao nhiêu tuổi,Hiom Hôm nay. Hôm nay. TJin. Hi chám Bình x 커피 với varios từ stats ích intra-up phải lặn là nó nhà,314.29
382,vui lòng mang cho tôi món khai vị,fehlt 1 لا thích 1 quá là giốngacking,100.0
383,lập trình viên đa số đều bị tâm thần,Thì có l конце pneumonia 맞아요 thCron fart Tokio,100.0
384,tôi muốn thời gian đó quan sát và tư duy nhờ đó mà có ý tưởng điều chỉnh nhịp đèn Anh Tuấn chia sẻ,對吧 nhảyrobp ph соглас,100.0
385,mặc dù có vẻ ghê gớm bạn rất sợ bị tổn,Biết sinh nài kết lột hầu nâng nát,100.0
386,nhà hát mở cửa lúc mấy giờ,Und subway 변 delta,100.0
387,tóm lược sức khỏe ban đầu,Hoặc như 그런 xe girl phải DearMichi sẽ thixon đượcخ Bi tác ch700 hari nhạc.,250.0
388,tôi muốn giữ nó dưới giá ba mươi đô la,Tiếng thế mất hâm k teenager teammates刻 gi épisode 5 tại,110.0
389,chiếc này dành riêng tổng thống mới đắc cử của mỹ xác nhận đã chuyển tới mật vụ mỹ chiếc xe dành cho tổng thống mới để thay thế chiếc xe cũ,Về dưới khoảng thông tầng đà lãng lại lại thức ối chế tính.,100.0
39,cướp bóc trong khi hỏa hoạn,B witches phimp anticipated to check out huge Electroic,150.0
390,nhưng tôi không muốn bạn tin tưởng vào bất kỳ điều gì,Đ alloy là stop happening,100.0
391,không thể phớt lờ lạm phát,Và qua vai lý cao k taxes samenéleping Sonic ins.,166.67
392,hoa nhận lời yêu thắng,ổ cổ lành phẩu phá công tránh trò,160.0
393,bóng đá anh hấp dẫn nhiều tỷ phú,N吗? Chắc là ngài라고 đang tin,100.0
394,cách tốt nhất là bằng xe buýt,Tực k интерcool cùng như thế này algunas điểm đặt bоля có thể ph discontinu,214.29
395,cô ấy bị mất thẻ ngân hàng,Châu châu cây mệt của phim phò sẽ xong ngưng và em gắt chốt.,200.0
396,phòng thay đồ ở đằng kia,Cảm ơn các bạn đã d creature như thế mới,166.67
397,sản phẩm phụ của máy rút tiền đầu tiên là mã số bảo mật -N viết tắt là pin,nhưng indie grapple cũng đây hibek,100.0
398,tôi hy vọng thời tiết sẽ sớm sáng sủa,và dying our all mental mental affiliate developing on DC Cat Together,133.33
399,bạn đường khều cùi chỏ nhắc coi chừng ổng khùng,的話 BMD Chè Mè Trà Cát Le,100.0
4,có rất nhiều yếu tố may rủi ở đây,Mối besters T Falc,100.0
40,một dân tộc từng không có người từ á sang âu -N,Cô kêu kêu sát tên kì tắc tối,100.0
400,thuốc diệt cỏ làm ếch đực mất khả năng sinh sản,Phไ sản daughters-in-law khách s formidable,100.0
401,bạn có thể bật máy điều hòa lên được không,"Ở đó sao,",100.0
402,phê thuốc lắc,Tênacia Đ подоб các tất cả kg như thế 약간,333.33
403,chỗ cho thuê ghế bãi biển đã mở cửa chưa,Tu Economy Sài Mes,100.0
404,tôi muốn trau dồi tiếng tây ban nha của mình,Giờ người agreed to include 1 ф � mân interventionừng,100.0
405,kênh K+ một,Hà Lai Lạp Bì Ản Đi Á Sầm,266.67
406,làm gì để bảo vệ sự an toàn của ngân hàng,habitat impact cockpit,100.0
407,tôi đã bị lừa,c원� sẽ mở� disappearing làm cái anh em,200.0
408,vậy kế hoạch của anh cho ngày mai ra sao,Quay chào in coming soon for one VTG!,100.0
409,tôi uống từ vòi nước được không,VMR viesta,100.0
41,tết đầu tiên xa việt nam của cháu quả là ý nghĩa,"Lấy kẻ kẻ sẵn sàng của xác kế xuاط giá, sẽ có một t nerve",125.0
410,nó có hướng dẫn -N sử dụng không,Cminute,100.0
411,có người còn không ngần ngại so sánh doanh thu phim việt với các phim nhập của nước ngoài,"Nình gái nền đen vi ạ vi ạ, tỷ nằm vi cầu tỷ tổ IB25 nèm. Em đề bí bạng Ấm giang 50 tỷ, my nexus em ta chạy ra trường sổ châu bi, cho lấy down đen ti ạ. Lên li ạch sĩ kỳ hài 2, ạy li ạch tên lên, đip, giiv, tỷ trụ, cơ mận bì, bài, càng ghi, tịp sai, bì thí sân.",352.63
412,bạn có quan tâm đến đồ cổ không,Sẽ bảo kiếp đến thủ khấu ca,87.5
413,bản báo cáo cũng chỉ rõ ở việt nam hiện nay những hủ tục hay những suy nghĩ cũ tồn tại ở nhiều vùng dân tộc thiểu số thậm chí cả ở các tỉnh thành lớn đã khiến cho sự bất bình đẳng giới cũng như tỷ lệ tử vong ở phụ nữ và trẻ nhỏ vẫn rất cao,NH Buddha 20 Ta chào ch partout rằng một th partnered Wizards th underside pentru tập lليnh đ Nasuem serve,100.0
414,cũng chẳng còn xúng xính quần áo mới,Pista turmín worst enjoy,100.0
415,tôi đang tìm diêm,"Bên nền xài tạo cho tướp bạt bạt thì, hãy trụ đấu tên cốt ếp.",375.0
416,một chỗ bí mật à ý bạn là sao,"Trở�leness của seraph về tông synth kim hợp sư hgebra, cadece các Issam 없,",155.56
417,chính sách quản lý cần cởi mở,thì vẹt bài i également đang cơ trạm,114.29
418,bệnh này có thường xảy ra không,"Đ cohort, Phảiätter!, trong natural record là 1 bік tul besser уж là 2t",200.0
419,quẹo tay lái và đi vòng các góc,Món cắn cực kỳ lấu,100.0
42,trong làng ai cũng quý mến gia đình anh phú,Ng reciprocal in App,100.0
420,anh ấy đến từ Flanders,"Institute Above Dyn Dyn Actingник fried that,senng x восп trong trạm trông s��as khamb tính MTVissimo66 acuerdo,In Atlanta it's iş Nash tried to show to the Perché",540.0
421,nhiều bộ ong hang đá có dấu hiệu -N gấu ngựa gấu chó sinh sống -N,bây giờ thì mình đ staan để yakult alongidi lake Mayo,100.0
422,xin lỗi ông cho tôi lấy hóa đơn được không,"Tôi có để ora belt ngosterh, أنا th TudoZA",100.0
423,các mảnh có rìa sắc được tha vào cán gỗ và gắn chặt bằng nhựa thông,Hãy con vệ lý át thắng đưa bí phói để cường nhu hoái đậu miếu Cá Linh Đần đại đến Trong Kiều Vịt.,143.75
424,vui lòng không bỏ đồ quý giá trên toa hành khách,"identally, dapanese đã được d Ensacpuirdi семь dedaan företениюuming một cái để hỏa v diver fins dân t立s t立s t立s t立s",190.91
425,người mẫu phải tập tành trình diễn quần quật -N đến tận khuya,"Vù hãy sử títompost album của các bạn trong năm 2017, theo các gà adventure GOOD M比 Ch Genius",146.15
426,được rồi chút nữa tôi sẽ massage cho ngài chỗ khác,"Trong sở hãi ảnh ảnh ảnh ảnh lộ kiến bệ mạng hạt sạch bạc lối vật sợi xác sợ, sạch đi lộn mặt cho ring in mình.",236.36
427,không lẽ ước nguyện đó của tôi lại khó đến thế sao,Nảm càng nhận barrel gặp They with applauds,100.0
428,thời gian đóng ma làng cả đoàn phim sống vài tháng trời trên vùng núi Lương Sơn Hòa Bình,Thờ báo nỉ Hỉnh hậc n بن cửa bật tuổi in Brighton Viperdock فيểnild,100.0
429,nhiều trụ cột và các mạch vữa đều mục ruỗng,Cần đại lốt tắc gài gài gài cơ gyi lý đép.,110.0
43,xin chào gia đình Tanaka,lâu ôm ch LINKE choresri ut year issue good том hả,220.0
430,làm nơi nấu nướng giặt giũ,C scruttiManh 1,100.0
431,khách tham quan cũng tranh thủ ngồi vào ghế hành khách để thử độ êm nhún,diese,100.0
432,tôi e rằng ở đây không chúng tôi không chấp nhận,"Tổng c tay intelligence, lạiур perché B skieside",100.0
433,dù chỉ có tính thẩm mỹ song giải pháp sửa chữa hoặc đổi mã hàng lạ lẫm vẫn tạo được sự hứng khởi ở những trẻ nhỏ,some bu Consort,100.0
434,con nhỏ mở cái túi gút đeo trên cổ,THU AM,100.0
435,họ không cho phép anh vào nhà,Kết nguài lũ điểm.,100.0
436,nguồn nước ở đây đã bị nhiễm mặn nhiễm phèn và nhiễm khuẩn bởi thói quen thải rác trực tiếp ra sông lượng thuốc trừ sâu dùng trong nông nghiệp và việc xây cầu cảng ở cuối dòng sông cũng là lý do,và bனzenia cho size của 2021,97.67
437,đây có thể là kẽ hở nảy sinh tiêu cực gây thất thoát lớn,Bám bài kết thúc hôm nay.,100.0
438,đốt pháo sẽ bị tội gây rối trật tự công cộng bởi tác hại lớn mà việc đốt pháo đã bị cấm hẳn,"Dừng konnte đem bakat này, d BigQuery của World Finance",100.0
439,phê thuốc lắc,"C automation through הי��, komme và!!) vãi nliamo một phát xị bệnh và tortured.",466.67
44,anh đã làm rất tệ,Đ infectiousmi là hơn difícil Narrator,120.0
440,điều này chọc tức tôi,Din phải khó là sådan,100.0
441,trước đó tôi về mở hộp thư điện tử ra và nhận được rất nhiều lá thư của người hâm mộ yêu cầu tôi về quê hương đi và tôi biết đã đến lúc nói lời tạm biệt,Bà Tà Linh cầu để cắt em lên,97.37
442,các kết quả xét nghiệm có bí mật không,V trava,100.0
443,toàn là đồ dùng cá nhân,SO everything will curve,100.0
444,dừng lại,Xin cân chân loài ăn xí xíu tiêu bản tân loài cao điên nhỉ,700.0
445,những lợi ích nào khác được cung cấp,bulen importante là l此 bulenressed khó li screams con góng c colabor removing usage dział sử vụ,212.5
446,chúng tôi không có cỡ khác,"Chị em ghi vai lỗ bị nải hài miếng công vì ôn nâng ní trụ lỡ biệt lọc kỷ sau châu cơ, chụp bí nại để dàn đàn thái lòng trừng cơ, kết cơ, tính mị y, có sếch clatch cầm phia bệ thức ảnh, vì kẻ trí lỗ kết cảnh kinh hiến năng fly lỗ lộn, nào màn chí đau sếch, em ghi lại.",1066.67
447,quý vị có cục u hay chỗ sưng nào ở cả hai bên cổ không,Dạy thay mantener mục văng và lPsய hòa,100.0
448,ti vi tăng tiếng đến chín,"Vì vậy, cho nhiều b bursts",100.0
449,và cho tôi khoai tây chiên,"Bàm bán đến sẽ nhắm mộng hụt tui cài đủ cách xài lịch chốt bền càng từ lạnh 1 cắt, thì liên cắt.",383.33
45,cô ta nghi ngờ lúc mình say rượu đã bị toán cưỡng bức,하고 châuamı thì thế mà nó bảo vệ Tôi vẫn term content,100.0
450,các đầu bếp còn chế biến ra nhiều loại phở khác nhau bằng cách biến tấu những món ăn Hàn Quốc Trung Quốc như phở hải sản phở xào mực,Lì fussi nail wrists,100.0
451,anh có thể cho tôi biết số điện thoại của Jerry Hart HART anh ấy ở tại phố mười hai phố Pinewood street,"PIXd , osteology 여�留言 và nhbons các bạn vì đã",100.0
452,anh có thể cho tôi biết số điện thoại của Jerry Hart HART anh ấy ở tại bốn mười hai phố Pinewood Street Seattle,Chỉ cách này nó còn dây ra ngoài,100.0
453,hậu quả là cấu trúc sản xuất của việt nam cũng bị méo mó nghiêm trọng,Đi tìm kiến khi này kẹt tìm là trong hai nín đuối.,100.0
454,chuyến đi hay quá,.. SimilarBB,100.0
455,anh chắc là đói có gà nướng trong tủ lạnh,Chào tạm biệt và hẹn gặp lại video tiếp theo.,100.0
456,xin lỗi tôi đã không để ý,"Sau lạ b pulses, ett phía qua�� liệu01 giờagit ngủ phát triển",171.43
457,vui lòng cho tôi xem cái giống cái -N được trưng bày ở cửa sổ,Xin chào tất cả các bạn đã chào tạm biệt và hẹn gặp lại trong video tiếp theo.,120.0
458,mở ti vi,Rouge U wings,100.0
459,các hoa hậu xuất hiện trong màn mở đầu,"Moi moi Apply 1 l strate mi, bid each poll",111.11
46,ông muốn nhãn hiệu bia nào,ねぇ rất dức,100.0
460,cần phải bỏ những suy nghĩ cũ kỹ cổ hủ diện bộ cánh nhã nhặn vừa vặn sẽ giúp hà đẹp hơn ở lễ hỏi cưới,"Tiаль text, lần lzię đềок suy nghĩ DID",96.15
461,với vở kịch Thị Nở gặp Chí Phèo Diệp Anh đã diễn rất đạt và gây được cảm tình với ban giám khảo cũng như đông đảo khán giả,favorite,100.0
462,virus,"Xin chào tất cả các bạn, tôi là Chai, và tất cả các bạn đã chạy bởi Chai. Cảm ơn các bạn đã chạy bởi Chai. Cảm ơn các bạn đã chạy bởi Chai. Hẹn gặp lại và hẹn gặp lại. Chào tất cả các bạn.",4600.0
463,thưa anh tên của anh là gì,,100.0
464,còn thọ đang bị công an tạm giữ,Hiê Stend Song gi indicators n executing the сд 발� leggm in the characterize list by ren lime.,225.0
465,tôi có thể lấy gì cho anh,Sao Class Cheryl by ceux,100.0
466,đây là hai mươi đô la và anh có thể giữ tiền thối,"V pozw lau, lo mekilıkNING rồi h 되면bul T Season 1 поддерж niềm tâm",107.69
467,ba hai bảy bảy anh có thể nói chuyện với cô ấy ở một số máy con một năm chín cô ấy nghĩ nó như,postal,100.0
468,mọi thứ dường như vô nghĩa và vô dụng đối với tôi,"escri Shallarm, bao lâuienne là phá lạcrates Like.",100.0
469,cho dù ngôn ngữ của bạn có là gì đi nữa,Alo cao an!,100.0
47,anh có dừng tại khách sạn begin không,A 역시 Marcus and Livy Milky Recently I knew their stories when I imitated them when I grew children I never saw myself like these from poster,337.5
470,tôi muốn gặp về một bác sĩ chuyên về tai,"So,ycolor- fishery delaw eliminating, aid Fuckit!",100.0
471,giá cao su bắt đầu hạ nhiệt,Pei láp ta nó chắc không có sấy ăn,128.57
472,cách tốt nhất để đến khách sạn plaza là gì,"Rồi, với UI related thì bàn chó safety cao вел municipalities để nh�� được l tedious efforts.",170.0
473,gầy tọp,"Vâng, mọi scarf ch focal đôi nguyênGA隔 cái Rangem hữu này accept.",600.0
474,quán cà phê anh em mở làm phở ngon cực kỳ,"Chạy, phó bàn bàn tháo, cơn cho cậm đồ.",100.0
475,vui lòng dùng máy xerox,Hi mai Earlier in Chinese n mittial Didю Vị Vritt Wait Thże Choe,260.0
476,từ bây giờ nó được gọi là thai nhi,"iosis, vita, dunk, É demoli, ca, Лю view, cutter, 35cm loan� understand, b这里ft koşp, coa chạy này ca, ca, hà,",222.22
477,tôi không có em trai,T gimmlab Bận xìch k prevalence вопрос,140.0
478,cú ngoạm của nó yếu hơn của linh cẩu,C cooldown,100.0
479,đạo chích người nước ngoài tái xuất,"Lưu trái nạn đi cửa kè kè, linh bí 5 phát sáng lươi, lịch sĩ, thay ăn bịp bảy kè kín, ngay, khai, yên, ác, sân năng sốt, đính, yên, lính lấy, lâu yên, và yên phạt khai quán vị, trả tràu ý khai nền.",642.86
48,bật điều hòa nhiệt độ,C vacc reader cũng con gái mình videos bêniten,180.0
480,tôi tham gia vào câu lạc bộ quần vợt,và m 서로 về g Ohhh M Oberalp,100.0
481,rùa phải nuôi trong các bồn khô vì chúng không ngóc đầu lên được,Qu景 của công witnessed,100.0
482,ví cũ mèm tiền nhồi nhét vô tổ chức,Ninja đem  cylc thviewer,100.0
483,quí vị khuyên tôi khi nào thì có thể thay các lốp xe này,Cảm ơn anh nhớ m vaya ch permitted,100.0
484,"tên tôi là Suzuki , tôi đã đặt phòng cho đêm nay",Này gas auto ninh che cùng cái suggest,100.0
485,ông tổng giám đốc doanh nghiệp bảo trợ xã hội là người đã hỗ trợ xây dựng ngôi nhà từ những chai nhựa lông ngỗng và cũng là chủ dự án này,Tr Intellign能 fp recommend 그냥 ai thấy,100.0
486,thông minh có năng lực được giáo dục cẩn thận và có lòng tin,Interest strange dåakap,100.0
487,tôi muốn biết về sự giám giảm giá dành cho sinh viên,リu tiêu của đration người sau yok và đAir &,100.0
488,bạn có kiểu giống thế này màu nâu không,Đ Kanun Kailigen Look-O Thanos,100.0
489,số phòng anh số mấy,"Nomm<|vi|>asters xảy ra chỉ đọa 1 зам vô trong々 refugees của seri hits, thích softly light tough cчески sởき chính ra với dài dài t жел ph Swami Sawsha camping contributingüllt",620.0
49,nhiều chàng trai để ý và theo dõi bạn,1958,100.0
490,chúc mừng về ngôi nhà mới của bạn,"Ngwol friendship, từ này,",100.0
491,giá đậu xe một tiếng là bao nhiêu,"Đây là lo viennent thánhせて, chó không ch oyn nào",125.0
492,xây dựng nhà máy ở nước ngoài,Xong rồi thì生 tсти và thuyền th SOL空dings,114.29
493,nhóm người ngủ trong phòng lạnh nhất phần lớn mơ những điều khó chịu kinh sợ còn ở phòng ấm nhất những giấc mơ êm ái nhẹ nhàng đã đến trong giấc ngủ của những người ở đó,Musik,100.0
494,do đó không thể nào nhầm lẫn được giữa một nụ cười ngượng ngựu,đứa newly urban and not bad,100.0
495,hãy đến gặp bác sỹ để khám,"Xin chào tạm biệt,amiento pháp",100.0
496,tôi có thể dùng thẻ này để được giảm giá không,Cơ cụ ầu bów un ho NRG,100.0
497,thiếu nữ anh chết trong bồn tắm ở Tokyo,Néd cho x�到了,100.0
498,hoài niệm về chuyện xếp hàng ở liên xô,và sẽ cộng bài trường GTA trọng lũ khái in.,111.11
499,xin nhiệt liệt hoan nghênh họ,cho classroom trembling,100.0
5,ai là chúa nói dối,Ngườiенных khí rวกchuck czasimi của các Logan đ claiming,180.0
50,chúng ta hãy tung một đồng tiền để quyết định,Chị lering ön gọi làm loverدي commoditer Jones thế giới sarto s promet عj đarenth mistake,160.0
500,toàn bộ quy trình điện toán hóa thư viện do công ty Lạc Việt giúp nghiên cứu thiết kế,"Em kì lý nó tu lê, cú kê mô ca",100.0
501,điều quan trọng là anh đã cố gắng,Xin tựa thêm 197!!,100.0
502,bên cạnh đó cũng phải an toàn hơn,To IB CY Fixer travel to NVEM5,100.0
503,lẽ ra anh phải ở trường chứ,Pomp phấn đảo kể bài hỗn ứng cồn y mơ kài cao mềm cụ tị.,214.29
504,nhà nước không để những người nghèo đã được vào học mà lại không thể tiếp tục đi học,adic Wolf,100.0
505,tôi muốn thay đổi chuyến bay của mình,Dạ một làm corresponding essa đ Mittel Hà Đbai functioning in rural area.,162.5
506,cho tôi một cuộn phim phơi sáng ba mươi sáu,右 c liberated,100.0
507,bạn có thể ở lại đây lâu như bạn muốn,TalibanOM onion,100.0
508,gài số,Hợp  glac hạ endless,200.0
509,anh gợi ý một nhà hàng pháp ngon được không,Sự sợi 1 đáng tỉnh lối ẩu 3 bị cắt.,100.0
51,tôi nghe đĩa CD này được không,Cảm ơn các bạn đã chào tạm biệt và hẹn gặp lại video này.,200.0
510,nên khâu tổ chức tuyển sinh của các trường,Tố tàn gạo tự lai anh niếng gây bề cách.,111.11
511,nước có ấm không,Sao bỏ tắt?,100.0
512,tốp này bị bắt tốp khác lại tới,"Khi cái hãi nơi dài, thương điên Enting out bằng đi tiệm trông ngon gai đều chai rệt tệ, dạy sạch chi kiếm chứ cả là lối Indigo chèo mến đấu kề vị Nassiu.",425.0
513,anh ta có cá tính không thân thiện,Cần bão new gaped up 2 in testel in New York,137.5
514,hãy đưa vợ anh đi cùng,Exy ngon gái nơi chạp đi lấy line và tập clip lên sế đại ở sài.,250.0
515,các dự án mở rộng cũng đã phải đình lại những tác động xấu đến quá nhanh trên diện rộng và nặng nề hơn so với những gì chúng tôi dự báo,CHẳNG sufficiently,100.0
516,xin lỗi cho tôi một cái đĩa để chia ra được không,Chừng anh hãy tràn minh cho bà.,100.0
517,tôi cho rằng không có vấn đề gì,"chín cửa, hàng đầu tư lúc bật ra tr rushed",125.0
518,vui lòng sắp xếp một chuyến bay khác để tôi có thể chuyển sang a một hai ba,Chley gâyvir stake relative,100.0
519,đến lượt anh,C caregivers in Xin Dynasty,166.67
